Segment,Plant,Product,Quantity,Risk Level,Segement,Code,UOM,Status,Classification,Level 1,Level 2,Level 3,Scrapping Status,Scrapping Month,Value in EGP,Date
,EGLU,CGM Red Sweet NRB 12^75cl,5,High,FG,59448,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,137.04,
,EGLE,Brella Can Tray 24^33cl TE,11,High,FG,8975,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,136.99,
,EGLF,Brella Can Tray 24^33cl TE,5,High,FG,8975,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,136.99,
,EGLU,MEsacod Ma^ NRB Cses 24^33cl TE,23,High,FG,8944,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,136.08,
,EGLU,"Bascajh Gin Lemon Mint 20` NRB 12^27,5cl",4,Low,FG,180898,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,135.08,
,EGLA,"Bascajh Gin Lemon Mint 20` NRB 12^27,5cl",7,Low,FG,180898,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,135.08,
,EGLF,Heaicadn Can Tray 24^50cl TE,210.978,Low,FG,8989,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,134.1,
,EGLA,Saksdc El King 10` Can Tray 24^33cl TE,625.962,Low,FG,184894,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,132.75,
,EGLA,Saksdc El King 10` Can Tray 24^33cl TE,12.996,Low,FG,184894,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,131.25,
,EGLE,"Bascajh Gin Lemon Mint 10` NRB 24^27,5cl",29.904,Low,FG,184994,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,198.56,
,EGLA,Brella Can Tray 24^33cl TE,115.98,Low,FG,8975,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,129.78,
,EGLA,Heaicadn Can Tray 24^33cl TE,98,Low,FG,8980,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,129.22,
,EGLU,Saksdc Gold NRB Cses 24^50cl TE,460.968,Low,FG,8945,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,128.52,
,EGLU,Bascajh Gin 40` NRB 6^75cl,9.996,Low,FG,50789,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,128.48,
,EGLG,Saksdc El King 15` Can Tray 24^50cl TE,32.932,Low,FG,55494,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,127.32,
,EGLF,Saksdc El King 15` NRB Cses 24^50cl TE,21.852,Low,FG,55544,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,126,
,EGLU,Saksdc El King 15` NRB Cses 24^50cl TE,62.968,Low,FG,55544,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,126,
,EGLV,CGM Red Sweet NRB 12^75cl,118.788,Low,FG,59448,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,124.72,
,EGLU,Deasis Can Tray 24^33cl TE,2,Low,FG,184489,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,124.32,
,EGLB,ID Vasj  40` NRB 12^75cl,40,Low,FG,184870,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,124.14,
,EGB1,Saksdc Gold NRB Cses 24^50cl TE,281.988,Low,FG,8945,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,123.36,
,EGLU,BELLE VIE Red 12^75cl,249.972,Low,FG,1841899,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,123.12,
,EGLU,Saksdc Gold Can Tray 24^50cl TE,36.912,Low,FG,8970,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,122.85,
,EGLA,CAPE BAY Merlot NRB 12^75cl,1,Low,FG,4989,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,122.46,
,EGLF,CAPE BAY Merlot NRB 12^75cl,157.86,Low,FG,4989,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,122.46,
,EGLU,Brella Can Tray 24^33cl TE,29.988,Low,FG,8975,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,122.22,
,EGLE,Brella NRB Cses 24^50cl TE,14.994,High,FG,89184,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,122.1,
,EGLR,Ameasnb Zero Can Tray 24^33cl TE,12.984,High,FG,4948,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,121.2,
,EGLE,Oblws Red NRB 12^75cl,1,High,FG,4974,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,120.33,
,EGLV,"ID DBL EDGE Watermelon 10` NRB 24^27,5cl",2,High,FG,54445,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,119.68,
,EGLU,Heaicadn Can Tray 24^33cl TE,48,High,FG,8980,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,119.28,
,EGLA,MEsacod Ma^ Can Tray 24^50cl TE,179.568,High,FG,89189,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,119.07,
,EGLU,"Bascajh Gin Lime 15` NRB 24^27,5cl",42.432,High,FG,184994,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,118.03,
,EGLA,"Bascajh Gin Lemon Mint 10` NRB 24^27,5cl",71.988,High,FG,184994,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,116.71,
,EGLF,Saksdc El King 10` Can Tray 24^50cl TE,328.86,High,FG,8974,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,115.8,
,EGLE,CUBANA White Rum 40` NRB 12^75cl,1,High,FG,418459,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,115.72,
,EGLB,CUBANA White Rum 40` NRB 12^75cl,2,High,FG,418459,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,115.72,
,EGLF,Brella Can Tray 24^33cl TE,31.956,High,FG,8975,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,115.36,
,EGLA,Heaicadn NRB Cses 24^33cl TE,34.2033746,High,FG,18477,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,115.1,
,EGLE,Heaicadn NRB Cses 24^33cl TE,141.984,High,FG,18477,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,115.1,
,EGLF,Saksdc Gold NRB Cses 24^50cl TE,109.986,High,FG,8945,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,114.24,
,EGLR,Ameasnb Zero Can Tray 24^33cl TE,34.2033746,High,FG,4948,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,113.52,
,EGLU,"ID DBL EDGE Energy 10` NRB 12^27,5cl",613.248,High,FG,9948,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,111.8,
,EGLU,ID Vasj  40` NRB 12^75cl,98.94,High,FG,184870,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,111.69,
,EGLU,BELLE VIE Red 12^75cl,72.996,High,FG,1841899,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,111.58,
,EGLB,BELLE VIE White 12^75cl,78.792,High,FG,184794,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,111.52,
,EGB5,Cap Al Screw ID Black50 2019,48,Low,Pack,89045577,Pc,Not Booked,Delisted,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.Delisting ,Pending,22-Dec,111.46464,
,EGLU,AYAM Red NRB 12^75cl,1,High,FG,48187,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,111.26,
,EGLU,AYAM White NRB 12^75cl,1.956,High,FG,418018,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,111.26,
,EGLA,"Bascajh Gin Lemon Mint 20` NRB 12^27,5cl",19,High,FG,180898,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,110.52,
,EGLU,CGM Red NRB 12^75cl,2,High,FG,4979,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,109.06,
,EGLU,CGM Red Sweet NRB 12^75cl,2,High,FG,59448,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,107.82,
,EGLU,"ID DBL EDGE Watermelon 15` NRB 12^27,5cl",12,High,FG,184589,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,107.44,
,EGLU,"ID DBL EDGE Watermelon 10` NRB 24^27,5cl",7,High,FG,54445,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,106.1,
,EGLF,Brella NRB Cses 24^50cl TE,17,High,FG,89184,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,104.7,
,EGLE,AYAM Rose NRB 12^75cl,1,High,FG,518444,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Feb,104.41,
,EGLA,Deasis Can Tray 24^33cl TE,24,High,FG,184489,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,103.6,
,EGLU,Deasis Can Tray 24^33cl TE,6,High,FG,184489,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,103.6,
,EGLE,Bajse Gin O^ford 40` PET 12^75cl,5,High,FG,4184918,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,103.12,
,EGLU,"ID DBL EDGE Cherry 15` NRB 12^27,5cl",1,High,FG,59945,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,102.6,
,EGLU,"CUBANA Rum Peach 10` NRB 12^27,5cl",5,High,FG,555180,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,102.6,
,EGLR,"Fasdikad Pine NRB Cses 24^27,5cl TE",14,High,FG,189990,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,102.24,
,EGLE,OasnKHAYYAM Rose NRB 12^75cl,1,High,FG,4978,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,101.82,
,EGLU,MEsacod Ma^ Can Tray 24^33cl TE,2,High,FG,89187,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,100.44,
,EGLU,CGM Red NRB 12^75cl,4,High,FG,4979,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,98.06,
,EGLA,OasnKHAYYAM White NRB 12^75cl,4.008,High,FG,4977,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,95.82,
,EGLA,Saksdc Gold Can Tray 24^50cl TE,1.004,High,FG,8970,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,95.55,
,EGLF,Heaicadn Can Tray 24^50cl TE,9,High,FG,8989,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,94.57,
,EGLE,ID Vasj  Blue40 40` NRB 12^50cl,3.016,High,FG,48744,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,93.56,
,EGLE,ID Vasj  Blue40 40` NRB 12^50cl,8,High,FG,48744,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,93.56,
,EGLF,Saksdc El King 10` Can Tray 24^50cl TE,2.008,High,FG,8974,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,92.97,
,EGLU,365 Rose 12^75cl,1,High,FG,184847,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,92.52,
,EGLU,365 White 12^75cl,2,High,FG,184845,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,92.02,
,EGLU,365 White 12^75cl,1,High,FG,184845,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,92.02,
,EGLR,Fasdikad Apple Can Tray 24^25cl TE,1,High,FG,59904,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,91.44,
,EGLR,Fasdikad Pineapple Can Tray 24^25cl TE,2,High,FG,59890,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,91.44,
,EGLU,365 Red 12^75cl,2,High,FG,1848418,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,90.11,
,EGLA,365 Red 12^75cl,2.008,High,FG,1848418,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,90.11,
,EGLB,"ID ^^^^ Pine Coconut 20` NRB 12^27,5cl",5,High,FG,1847518,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,89.76,
,EGLF,Fasdikad Peach Can Tray 24^25cl TE,2,High,FG,59904,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,87.6,
,EGLE,Saksdc El King 10` Can Tray 24^33cl TE,3,High,FG,184894,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,87.5,
,EGLA,"Bascajh Gin Lemon Mint 10` NRB 24^27,5cl",16,High,FG,184994,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,87.04,
,EGLU,"ID DBL EDGE Cherry 15` NRB 12^27,5cl",10,High,FG,59945,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,86.17,
,EGLE,Heaicadn NRB Cses 24^33cl TE,7,High,FG,18477,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,86.04,
,EGLA,"Bascajh Gin Lime 15` NRB 24^27,5cl",2,High,FG,184994,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,85.84,
,EGLU,365 Red 12^75cl,7,High,FG,1848418,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,85.81,
,EGLV,Bajse Brandy Norm 98` PET 12^75cl,8,High,FG,418495,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,85.44,
,EGLU,"ID ^^^ Whisky Cola 20` NRB 12^27,5cl",8,High,FG,1841884,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,84.8,
,EGLU,ID Vasj  Blue40 40` NRB 12^50cl,1,High,FG,48744,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,84.22,
,EGLF,Brella Can Tray 24^50cl TE,15,High,FG,89718,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,81.2,
,EGLE,Bajse Vat 20 98` NRB 24^25cl,23,High,FG,18894,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,81.13,
,EGLU,"CUBANA Rum Peach 10` NRB 12^27,5cl",1,High,FG,555180,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,79.8,
,EGLU,"CUBANA Rum Peach 10` NRB 12^27,5cl",2,High,FG,555180,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Jan,77.91,
,EGLE,MEsacod Ma^ Can Tray 24^33cl TE,12,High,FG,89187,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,77.21,
,EGLF,Saksdc El King 10` NRB Cses 24^50cl TE,2,High,FG,184475,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,76.68,
,EGLA,Biresss Can Tray 24^33cl TE,34.2033746,High,FG,4949,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,76.33,
,EGLU,Bajse Vat 20 98` PET 12^50cl,1,High,FG,418950,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,75.92,
,EGLF,Chadsad DE GRANVILLE White NRB 6^75cl,9,High,FG,451875,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,75.16,
,EGLA,Chadsad DE GRANVILLE White NRB 6^75cl,3,High,FG,451875,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Feb,75.16,
,EGLA,Chadsad DE GRANVILLE White NRB 6^75cl,5,High,FG,451875,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Apr,75.16,
,EGLU,Chadsad DE GRANVILLE White NRB 6^75cl,6,High,FG,451875,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,75.16,
,EGLG,ID Vasj  40` NRB 12^75cl,4,High,FG,184870,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,74.46,
,EGLE,ID Vasj  40` NRB 12^75cl,1,High,FG,184870,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Mar,74.46,
,EGLU,"Bascajh Gin Lemon Mint 10` NRB 24^27,5cl",7,High,FG,184994,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Feb,74.27,
,EGB1,Saksdc El King 10` Can Tray 24^33cl TE,5,High,FG,184894,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,74.16,
,EGLU,CAPE BAY Chardonnay Oaky NRB 12^75cl,1,High,FG,59450,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Jan,74.03,
,EGLU,CAPE BAY Chardonnay Oaky NRB 12^75cl,3,High,FG,59450,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Feb,74.03,
,EGLA,Chadsad DE GRANVILLE Red NRB 6^75cl,3,High,FG,45947,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,73.96,
,EGLF,Valdons White Sparkling NRB 12^75cl,1,High,FG,989418,PC,Not Booked,Wine Freshness ,Write_off_Expired_date,Expired_date_Sales_Marketing_Supply_Chain,MARKETING/SALES/SCH.InCo: Corporate brands freshness requirements ,Done,22-Mar,72.93,
,EGLA,Deasis Can Tray 24^33cl TE,531,High,FG,184489,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,72.52,
,EGLR,Fasdikad Pine RB Crate 24^24cl TE,1,High,FG,4908,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,72.48,
,EGLR,Fasdikad Pine RB Crate 24^24cl TE,6,High,FG,4908,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Apr,72.48,
,EGLR,Fasdikad Pine RB Crate 24^24cl TE,2,High,FG,4908,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,72.48,
,EGLE,Fasdikad Apple Wmelon Can Tray 24^25cl TE,22,High,FG,59904,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Mar,72.39,
,EGLF,Saksdc El King 10` Can Tray 24^50cl TE,25,High,FG,8974,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,72.31,
,EGLU,"Bascajh Gin Lime 15` NRB 24^27,5cl",33,High,FG,184994,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,69.96,
,EGLA,CAPE BAY Merlot NRB 12^75cl,5,High,FG,4989,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,69.71,
,EGLA,CAPE BAY Chardonnay NRB 12^75cl,9,High,FG,4984,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,69.71,
,EGLU,CAPE BAY Chardonnay NRB 12^75cl,16,High,FG,4984,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,69.71,
,EGLF,CASTELLO DI TREVI Red NRB 6^75cl,24,High,FG,559418,Pc,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-May,69.39,
,EGLU,Red Bull Can 24*250 ml,3,High,FG,4954,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Feb,69.16,
,EGLB,Bajse Wsky Highl Red 40` NRB 24^25cl,5,High,FG,9444,PC,Not Booked,Transportation losses ,Write_off_Transport,InCo_transportation,TR-T.Breakage in Inco transportation,Done,22-Apr,68.94,
,EGLA,MEsacod Ma^ Can Tray 24^33cl TE,49,High,FG,89187,PC,Not Booked,Breakage,Write_off_Warehouse,Warehouse_losses_incl_FEFO_violation," WHS.Breakage, rejection at warehouse ",Done,22-Jan,66.18,
